rk,school,div,str,park,ofs,dfs,sos
1,Oregon St.,D1,2.918,0.915,1.345,0.461,1.116
2,Louisville,D1,2.344,0.996,1.430,0.610,1.092
3,LSU,D1,2.330,1.000,1.433,0.615,1.160
4,North Carolina,D1,2.323,0.992,1.474,0.634,1.166
5,Kentucky,D1,2.187,1.066,1.525,0.697,1.181
6,Long Beach St.,D1,2.059,0.812,1.298,0.630,1.143
7,Southern Miss.,D1,1.986,0.988,1.549,0.780,1.100
8,Florida St.,D1,1.975,1.057,1.405,0.712,1.172
9,TCU,D1,1.968,0.942,1.468,0.746,1.139
10,Texas,D1,1.957,0.851,1.280,0.654,1.181
11,Arkansas,D1,1.956,1.046,1.283,0.656,1.149
12,Vanderbilt,D1,1.936,1.001,1.353,0.699,1.183
13,Texas Tech,D1,1.927,1.135,1.292,0.671,1.137
14,Virginia,D1,1.874,0.967,1.518,0.810,1.099
15,Cal St. Fullerton,D1,1.866,0.973,1.189,0.637,1.148
16,Florida,D1,1.863,1.025,1.208,0.648,1.185
17,UCLA,D1,1.831,1.017,1.209,0.661,1.187
18,Stanford,D1,1.830,0.913,1.280,0.700,1.179
19,Clemson,D1,1.829,1.032,1.248,0.683,1.170
20,Missouri St.,D1,1.820,0.923,1.351,0.742,1.055
21,UCF,D1,1.777,0.953,1.233,0.694,1.091
22,North Carolina St.,D1,1.765,1.063,1.279,0.725,1.144
23,Texas A&M,D1,1.749,0.985,1.296,0.741,1.132
24,Wake Forest,D1,1.747,1.100,1.423,0.815,1.132
25,Arizona,D1,1.721,1.186,1.319,0.766,1.133
26,South Carolina,D1,1.720,0.968,1.204,0.700,1.183
27,Louisiana Tech,D1,1.705,1.042,1.363,0.799,1.069
28,South Ala.,D1,1.689,1.063,1.419,0.840,1.058
29,Houston,D1,1.676,0.983,1.242,0.741,1.102
30,Ill.-Chicago,D1,1.665,0.938,1.059,0.636,0.973
30,Michigan,D1,1.665,0.962,1.255,0.754,1.033
32,West Virginia,D1,1.647,1.028,1.246,0.756,1.135
33,Washington,D1,1.635,0.904,1.225,0.749,1.137
34,Oral Roberts,D1,1.595,0.920,1.228,0.770,0.933
