BEGIN
CREATE TABLE
INSERT 0 940
 rk  |       school        | div |  str  | park  |  ofs  |  dfs  |  sos  
-----+---------------------+-----+-------+-------+-------+-------+-------
   1 | Miami (FL)          |   1 | 2.454 | 1.000 | 1.625 | 0.662 | 1.124
   2 | Vanderbilt          |   1 | 2.380 | 0.991 | 1.491 | 0.627 | 1.177
   3 | TCU                 |   1 | 2.363 | 0.938 | 1.356 | 0.574 | 1.125
   4 | UCLA                |   1 | 2.284 | 1.032 | 1.279 | 0.560 | 1.172
   5 | Texas A&M           |   1 | 2.265 | 1.017 | 1.497 | 0.661 | 1.148
   6 | Oklahoma St.        |   1 | 2.264 | 1.068 | 1.393 | 0.615 | 1.153
   7 | Florida             |   1 | 2.232 | 1.043 | 1.387 | 0.621 | 1.175
   8 | Missouri St.        |   1 | 2.211 | 0.907 | 1.365 | 0.617 | 1.087
   9 | LSU                 |   1 | 2.207 | 0.995 | 1.569 | 0.711 | 1.118
  10 | Dallas Baptist      |   1 | 2.058 | 1.151 | 1.352 | 0.657 | 1.110
  11 | Illinois            |   1 | 1.971 | 1.057 | 1.240 | 0.629 | 1.059
  12 | Southern California |   1 | 1.855 | 0.942 | 1.417 | 0.764 | 1.144
  13 | Louisville          |   1 | 1.816 | 1.000 | 1.177 | 0.648 | 1.135
  13 | Oregon St.          |   1 | 1.816 | 0.917 | 1.247 | 0.687 | 1.125
  15 | Cal St. Fullerton   |   1 | 1.815 | 0.984 | 1.176 | 0.648 | 1.141
  16 | Arkansas            |   1 | 1.799 | 1.056 | 1.281 | 0.712 | 1.162
  17 | UC Santa Barbara    |   1 | 1.778 | 1.059 | 1.088 | 0.612 | 1.114
  18 | Fla. Atlantic       |   1 | 1.772 | 1.088 | 1.335 | 0.754 | 1.131
  19 | Auburn              |   1 | 1.763 | 1.036 | 1.127 | 0.639 | 1.175
  20 | Florida St.         |   1 | 1.754 | 1.041 | 1.314 | 0.749 | 1.171
  21 | Houston             |   1 | 1.746 | 0.980 | 1.203 | 0.689 | 1.110
  22 | Rice                |   1 | 1.708 | 0.938 | 1.315 | 0.770 | 1.134
  23 | Nevada              |   1 | 1.686 | 1.126 | 1.412 | 0.838 | 1.035
  24 | California          |   1 | 1.683 | 0.980 | 1.164 | 0.691 | 1.141
  25 | North Carolina St.  |   1 | 1.680 | 1.071 | 1.147 | 0.683 | 1.130
  26 | North Carolina      |   1 | 1.663 | 1.016 | 1.256 | 0.755 | 1.142
  27 | Southern Miss.      |   1 | 1.655 | 1.003 | 1.149 | 0.694 | 1.072
  28 | UConn               |   1 | 1.644 | 0.952 | 1.237 | 0.753 | 1.038
  29 | Virginia            |   1 | 1.627 | 0.943 | 1.186 | 0.729 | 1.120
  30 | Notre Dame          |   1 | 1.623 | 0.999 | 1.093 | 0.674 | 1.120
  31 | Maryland            |   1 | 1.618 | 1.012 | 1.223 | 0.756 | 1.085
  32 | Oral Roberts        |   1 | 1.616 | 0.917 | 1.337 | 0.827 | 1.003
  33 | Wright St.          |   1 | 1.615 | 0.958 | 1.298 | 0.804 | 1.018
  34 | North Florida       |   1 | 1.601 | 1.120 | 1.282 | 0.801 | 0.996
