1990,28,Scott Bankhead,/players/b/bankhsc01.shtml,bankhsc01,26,SEA,AL,0,2,.000,11.08,4,4,0,0,0,0,13.0,18,16,16,2,7,0,10,0,0,1,63,36,4.88,1.923,12.5,1.4,4.8,6.9,1.43
1990,29,John Barfield*,/players/b/barfijo01.shtml,barfijo01,25,TEX,AL,4,3,.571,4.67,33,0,10,0,0,1,44.1,42,25,23,2,13,3,17,1,1,1,178,85,3.57,1.241,8.5,0.4,2.6,3.5,1.31
1990,30,Brian Barnes*,/players/b/barnebr01.shtml,barnebr01,23,MON,NL,1,1,.500,2.89,4,4,0,1,0,0,28.0,25,10,9,2,7,0,23,0,0,2,115,128,2.84,1.143,8.0,0.6,2.3,7.4,3.29
1990,31,Jose Bautista,/players/b/bautijo01.shtml,bautijo01,25,BAL,AL,1,0,1.000,4.05,22,0,9,0,0,0,26.2,28,15,12,4,7,3,15,0,0,2,112,95,4.42,1.313,9.5,1.4,2.4,5.1,2.14
1990,32,Kevin Bearse*,/players/b/bearske01.shtml,bearske01,24,CLE,AL,0,2,.000,12.91,3,3,0,0,0,0,7.2,16,11,11,2,5,0,2,2,0,0,45,32,8.42,2.739,18.8,2.3,5.9,2.3,0.40
1990,33,Steve Bedrosian,/players/b/bedrost01.shtml,bedrost01,32,SFG,NL,9,9,.500,4.20,68,0,53,0,0,17,79.1,72,40,37,6,44,9,43,2,0,3,349,87,4.45,1.462,8.2,0.7,5.0,4.9,0.98
1990,34,Tim Belcher,/players/b/belchti01.shtml,belchti01,28,LAD,NL,9,9,.500,4.00,24,24,0,5,2,0,153.0,136,76,68,17,48,0,102,2,1,6,627,92,3.90,1.203,8.0,1.0,2.8,6.0,2.13
1990,35,Stan Belinda,/players/b/belinst01.shtml,belinst01,23,PIT,NL,3,4,.429,3.55,55,0,17,0,0,8,58.1,48,23,23,4,29,3,55,1,0,1,245,102,3.36,1.320,7.4,0.6,4.5,8.5,1.90
1990,36,Andy Benes,/players/b/benesan01.shtml,benesan01,22,SDP,NL,10,11,.476,3.60,32,31,1,2,0,0,192.1,177,87,77,18,69,5,140,1,5,2,811,107,3.66,1.279,8.3,0.8,3.2,6.6,2.03
1990,37,Juan Berenguer,/players/b/berenju01.shtml,berenju01,35,MIN,AL,8,5,.615,3.41,51,0,13,0,0,0,100.1,85,43,38,9,58,4,77,2,0,5,434,122,4.23,1.425,7.6,0.8,5.2,6.9,1.33
1990,38,Mike Bielecki,/players/b/bielemi01.shtml,bielemi01,30,CHC,NL,8,11,.421,4.93,36,29,6,0,0,1,168.0,188,101,92,13,70,11,103,5,0,11,749,83,3.93,1.536,10.1,0.7,3.8,5.5,1.47
1990,39,Tim Birtsas*,/players/b/birtsti01.shtml,birtsti01,29,CIN,NL,1,3,.250,3.86,29,0,8,0,0,0,51.1,69,24,22,7,24,6,41,1,0,4,239,104,4.44,1.812,12.1,1.2,4.2,7.2,1.71
1990,40,Joe Bitker,/players/b/bitkejo01.shtml,bitkejo01,26,TOT,AL,0,0,,2.25,6,0,5,0,0,0,12.0,8,3,3,0,4,0,8,1,0,0,48,183,2.72,1.000,6.0,0.0,3.0,6.0,2.00
1990,41,Joe Bitker,/players/b/bitkejo01.shtml,bitkejo01,26,OAK,AL,0,0,,0.00,1,0,1,0,0,0,3.0,1,0,0,0,1,0,2,0,0,0,10,,2.47,0.667,3.0,0.0,3.0,6.0,2.00
1990,42,Joe Bitker,/players/b/bitkejo01.shtml,bitkejo01,26,TEX,AL,0,0,,3.00,5,0,4,0,0,0,9.0,7,3,3,0,3,0,6,1,0,0,38,136,2.81,1.111,7.0,0.0,3.0,6.0,2.00
1990,43,Bud Black*,/players/b/blackbu02.shtml,blackbu02,33,TOT,AL,13,11,.542,3.57,32,31,1,5,2,0,206.2,181,86,82,19,61,1,106,5,1,6,857,111,3.94,1.171,7.9,0.8,2.7,4.6,1.74
1990,44,Bud Black*,/players/b/blackbu02.shtml,blackbu02,33,CLE,AL,11,10,.524,3.53,29,29,0,5,2,0,191.0,171,79,75,17,58,1,103,4,1,6,796,111,3.86,1.199,8.1,0.8,2.7,4.9,1.78
1990,45,Bud Black*,/players/b/blackbu02.shtml,blackbu02,33,TOR,AL,2,1,.667,4.02,3,2,1,0,0,0,15.2,10,7,7,2,3,0,3,1,0,0,61,105,4.85,0.830,5.7,1.1,1.7,1.7,1.00
1990,46,Willie Blair,/players/b/blairwi01.shtml,blairwi01,24,TOR,AL,3,5,.375,4.06,27,6,8,0,0,0,68.2,66,33,31,4,28,4,43,1,0,3,297,102,3.58,1.369,8.7,0.5,3.7,5.6,1.54
1990,47,Kevin Blankenship,/players/b/blankke01.shtml,blankke01,27,CHC,NL,0,2,.000,5.84,3,2,0,0,0,0,12.1,13,10,8,1,6,0,5,0,0,1,57,72,4.51,1.541,9.5,0.7,4.4,3.6,0.83
1990,48,Bert Blyleven,/players/b/blylebe01.shtml,blylebe01,39,CAL,AL,8,7,.533,5.24,23,23,0,2,0,0,134.0,163,85,78,15,25,0,69,7,0,6,578,73,3.95,1.403,10.9,1.0,1.7,4.6,2.76
1990,49,Mike Boddicker,/players/b/boddimi01.shtml,boddimi01,32,BOS,AL,17,8,.680,3.36,34,34,0,4,0,0,228.0,225,92,85,16,69,6,143,10,0,10,956,122,3.51,1.289,8.9,0.6,2.7,5.6,2.07
1990,50,Joe Boever,/players/b/boevejo01.shtml,boevejo01,29,TOT,NL,3,6,.333,3.36,67,0,34,0,0,14,88.1,77,35,33,6,51,12,75,0,2,3,388,117,3.72,1.449,7.8,0.6,5.2,7.6,1.47
1990,51,Joe Boever,/players/b/boevejo01.shtml,boevejo01,29,ATL,NL,1,3,.250,4.68,33,0,21,0,0,8,42.1,40,23,22,6,35,10,35,0,0,2,198,87,5.48,1.772,8.5,1.3,7.4,7.4,1.00
1990,52,Joe Boever,/players/b/boevejo01.shtml,boevejo01,29,PHI,NL,2,3,.400,2.15,34,0,13,0,0,6,46.0,37,12,11,0,16,2,40,0,2,1,190,178,2.11,1.152,7.2,0.0,3.1,7.8,2.50
1990,53,Brian Bohanon*,/players/b/bohanbr01.shtml,bohanbr01,21,TEX,AL,0,3,.000,6.62,11,6,1,0,0,0,34.0,40,30,25,6,18,0,15,2,0,1,158,60,5.98,1.706,10.6,1.6,4.8,4.0,0.83
1990,54,Tom Bolton*,/players/b/boltoto01.shtml,boltoto01,28,BOS,AL,10,5,.667,3.38,21,16,2,3,0,0,119.2,111,46,45,6,47,3,65,3,1,1,501,121,3.63,1.320,8.3,0.5,3.5,4.9,1.38
1990,55,Greg Booker,/players/b/bookegr01.shtml,bookegr01,30,SFG,NL,0,0,,13.50,2,0,1,0,0,0,2.0,7,3,3,0,0,0,1,0,1,0,13,33,1.81,3.500,31.5,0.0,0.0,4.5,
1990,56,Danny Boone*,/players/b/booneda02.shtml,booneda02,36,BAL,AL,0,0,,2.79,4,1,0,0,0,0,9.2,12,3,3,1,3,0,2,1,0,1,43,142,4.98,1.552,11.2,0.9,2.8,1.9,0.67
1990,57,Chris Bosio,/players/b/bosioch01.shtml,bosioch01,27,MIL,AL,4,9,.308,4.00,20,20,0,4,1,0,132.2,131,67,59,15,38,1,76,3,0,7,557,97,4.06,1.274,8.9,1.0,2.6,5.2,2.00
1990,58,Shawn Boskie,/players/b/boskish01.shtml,boskish01,23,CHC,NL,5,6,.455,3.69,15,15,0,1,0,0,97.2,99,42,40,8,31,3,49,1,2,3,415,112,3.85,1.331,9.1,0.7,2.9,4.5,1.58
1990,59,Oil Can Boyd,/players/b/boydoi01.shtml,boydoi01,30,MON,NL,10,6,.625,2.93,31,31,0,3,3,0,190.2,164,64,62,19,52,10,113,3,3,3,774,125,3.78,1.133,7.7,0.9,2.5,5.3,2.17
1990,60,Jeff Brantley,/players/b/brantje01.shtml,brantje01,26,SFG,NL,5,3,.625,1.56,55,0,32,0,0,19,86.2,77,18,15,3,33,6,61,3,3,0,361,235,3.10,1.269,8.0,0.3,3.4,6.3,1.85
1990,61,Keith Brown,/players/b/brownke02.shtml,brownke02,26,CIN,NL,0,0,,4.76,8,0,2,0,0,0,11.1,12,6,6,2,3,0,8,0,0,0,46,87,4.48,1.324,9.5,1.6,2.4,6.4,2.67
1990,62,Kevin Brown*,/players/b/brownke03.shtml,brownke03,24,TOT,MLB,1,1,.500,2.35,7,3,2,0,0,0,23.0,16,7,6,1,8,1,12,1,0,2,96,170,3.50,1.043,6.3,0.4,3.1,4.7,1.50
1990,63,Kevin Brown,/players/b/brownke01.shtml,brownke01,25,TEX,AL,12,10,.545,3.60,26,26,0,6,2,0,180.0,175,84,72,13,60,3,88,3,2,9,757,109,3.82,1.306,8.8,0.7,3.0,4.4,1.47
1990,64,Kevin Brown*,/players/b/brownke03.shtml,brownke03,24,NYM,NL,0,0,,0.00,2,0,1,0,0,0,2.0,2,0,0,0,1,0,0,0,0,0,9,,4.31,1.500,9.0,0.0,4.5,0.0,0.00
1990,65,Kevin Brown*,/players/b/brownke03.shtml,brownke03,24,MIL,AL,1,1,.500,2.57,5,3,1,0,0,0,21.0,14,7,6,1,7,1,12,1,0,2,87,154,3.43,1.000,6.0,0.4,3.0,5.1,1.71
1990,66,Tom Browning*,/players/b/brownto05.shtml,brownto05,30,CIN,NL,15,9,.625,3.80,35,35,0,2,1,0,227.2,235,98,96,24,52,13,99,5,1,5,957,105,4.06,1.261,9.3,0.9,2.1,3.9,1.90
1990,67,Dave Burba,/players/b/burbada01.shtml,burbada01,23,SEA,AL,0,0,,4.50,6,0,2,0,0,0,8.0,8,6,4,0,2,0,4,1,0,0,35,91,2.93,1.250,9.0,0.0,2.3,4.5,2.00
1990,68,Tim Burke,/players/b/burketi01.shtml,burketi01,31,MON,NL,3,3,.500,2.52,58,0,35,0,0,20,75.0,71,29,21,6,21,6,47,2,1,1,316,145,3.51,1.227,8.5,0.7,2.5,5.6,2.24
1990,69,John Burkett,/players/b/burkejo03.shtml,burkejo03,25,SFG,NL,14,7,.667,3.79,33,32,1,2,0,1,204.0,201,92,86,18,61,7,118,4,3,3,857,96,3.75,1.284,8.9,0.8,2.7,5.2,1.93
1990,70,Todd Burns,/players/b/burnsto02.shtml,burnsto02,26,OAK,AL,3,3,.500,2.97,43,2,9,0,0,3,78.2,78,28,26,8,32,4,43,0,0,5,337,124,4.26,1.398,8.9,0.9,3.7,4.9,1.34
1990,71,Greg Cadaret*,/players/c/cadargr01.shtml,cadargr01,28,NYY,AL,5,4,.556,4.15,54,6,9,0,0,3,121.1,120,62,56,8,64,5,80,1,0,14,525,96,3.95,1.516,8.9,0.6,4.7,5.9,1.25
1990,72,Ernie Camacho,/players/c/camacer01.shtml,camacer01,35,TOT,NL,0,0,,5.17,14,0,6,0,0,0,15.2,17,10,9,3,9,1,15,0,0,2,72,75,5.11,1.660,9.8,1.7,5.2,8.6,1.67
1990,73,Ernie Camacho,/players/c/camacer01.shtml,camacer01,35,SFG,NL,0,0,,3.60,8,0,3,0,0,0,10.0,10,4,4,1,3,0,8,0,0,1,42,106,3.41,1.300,9.0,0.9,2.7,7.2,2.67
1990,74,Ernie Camacho,/players/c/camacer01.shtml,camacer01,35,STL,NL,0,0,,7.94,6,0,3,0,0,0,5.2,7,6,5,2,6,1,7,0,0,1,30,51,8.10,2.294,11.1,3.2,9.5,11.1,1.17
1990,75,Jim Campbell*,/players/c/campbji03.shtml,campbji03,24,KCR,AL,1,0,1.000,8.38,2,2,0,0,0,0,9.2,15,9,9,1,1,0,2,0,0,0,44,48,4.05,1.655,14.0,0.9,0.9,1.9,2.00
1990,76,John Candelaria*,/players/c/candejo01.shtml,candejo01,36,TOT,AL,7,6,.538,3.95,47,3,15,0,0,5,79.2,87,36,35,11,20,5,63,2,0,5,345,106,3.85,1.343,9.8,1.2,2.3,7.1,3.15
1990,77,John Candelaria*,/players/c/candejo01.shtml,candejo01,36,MIN,AL,7,3,.700,3.39,34,1,10,0,0,4,58.1,55,23,22,9,9,2,44,0,0,3,239,123,3.77,1.097,8.5,1.4,1.4,6.8,4.89
1990,78,John Candelaria*,/players/c/candejo01.shtml,candejo01,36,TOR,AL,0,3,.000,5.48,13,2,5,0,0,1,21.1,32,13,13,2,11,3,19,2,0,2,106,76,4.07,2.016,13.5,0.8,4.6,8.0,1.73
1990,79,Tom Candiotti,/players/c/candito01.shtml,candito01,32,CLE,AL,15,11,.577,3.65,31,29,1,3,1,0,202.0,207,92,82,23,55,1,128,6,3,9,856,107,3.93,1.297,9.2,1.0,2.5,5.7,2.33
1990,80,Mike Capel,/players/c/capelmi01.shtml,capelmi01,28,MIL,AL,0,0,,135.00,2,0,0,0,0,0,0.1,6,6,5,0,1,0,1,1,0,0,9,6,14.81,21.000,162.0,0.0,27.0,27.0,1.00
1990,81,Don Carman*,/players/c/carmado01.shtml,carmado01,30,PHI,NL,6,2,.750,4.15,59,1,11,0,0,1,86.2,69,43,40,13,38,7,58,4,1,6,368,92,4.87,1.235,7.2,1.4,3.9,6.0,1.53
1990,82,Cris Carpenter,/players/c/carpecr01.shtml,carpecr01,25,STL,NL,0,0,,4.50,4,0,1,0,0,0,8.0,5,4,4,2,2,1,6,0,0,0,32,89,5.31,0.875,5.6,2.3,2.3,6.8,3.00
1990,83,Chuck Cary*,/players/c/carych01.shtml,carych01,30,NYY,AL,6,12,.333,4.19,28,27,1,2,0,0,156.2,155,77,73,21,55,1,134,1,2,11,661,95,3.91,1.340,8.9,1.2,3.2,7.7,2.44
1990,84,Larry Casian*,/players/c/casiala01.shtml,casiala01,24,MIN,AL,2,1,.667,3.22,5,3,1,0,0,0,22.1,26,9,8,2,4,0,11,0,0,0,90,131,3.52,1.343,10.5,0.8,1.6,4.4,2.75
1990,85,Tony Castillo*,/players/c/castito02.shtml,castito02,27,ATL,NL,5,1,.833,4.23,52,3,7,0,0,1,76.2,93,41,36,5,20,3,64,1,2,2,337,96,2.81,1.474,10.9,0.6,2.3,7.5,3.20
1990,86,John Cerutti*,/players/c/cerutjo01.shtml,cerutjo01,30,TOR,AL,9,9,.500,4.76,30,23,1,0,0,0,140.0,162,77,74,23,49,3,49,4,1,4,609,87,5.38,1.507,10.4,1.5,3.2,3.2,1.00
1990,87,Norm Charlton*,/players/c/charlno01.shtml,charlno01,27,CIN,NL,12,9,.571,2.74,56,16,13,1,1,2,154.1,131,53,47,10,70,4,117,4,1,9,650,146,3.57,1.302,7.6,0.6,4.1,6.8,1.67
1990,88,Scott Chiamparino,/players/c/chiamsc01.shtml,chiamsc01,23,TEX,AL,1,2,.333,2.63,6,6,0,0,0,0,37.2,36,14,11,1,12,0,19,2,0,5,160,151,3.26,1.274,8.6,0.2,2.9,4.5,1.58
1990,89,Steve Chitren,/players/c/chitrst01.shtml,chitrst01,23,OAK,AL,1,0,1.000,1.02,8,0,4,0,0,0,17.2,7,2,2,0,4,0,19,0,0,2,64,370,1.34,0.623,3.6,0.0,2.0,9.7,4.75
1990,90,Jim Clancy,/players/c/clancji01.shtml,clancji01,34,HOU,NL,2,8,.200,6.51,33,10,8,0,0,1,76.0,100,58,55,4,33,9,44,3,0,3,352,57,3.76,1.750,11.8,0.5,3.9,5.2,1.33
1990,91,Bryan Clark*,/players/c/clarkbr01.shtml,clarkbr01,33,SEA,AL,2,0,1.000,3.27,12,0,2,0,0,0,11.0,9,4,4,0,10,0,3,0,0,1,48,124,4.99,1.727,7.4,0.0,8.2,2.5,0.30
1990,92,Terry Clark,/players/c/clarkte01.shtml,clarkte01,29,HOU,NL,0,0,,13.50,1,1,0,0,0,0,4.0,9,7,6,0,3,0,2,0,0,0,25,30,4.06,3.000,20.3,0.0,6.8,4.5,0.67
1990,93,Stan Clarke*,/players/c/clarkst02.shtml,clarkst02,29,STL,NL,0,0,,2.70,2,0,2,0,0,0,3.1,2,1,1,0,0,0,3,0,0,0,12,158,1.01,0.600,5.4,0.0,0.0,8.1,
1990,94,Marty Clary,/players/c/claryma01.shtml,claryma01,28,ATL,NL,1,10,.091,5.67,33,14,5,0,0,0,101.2,128,72,64,9,39,4,44,1,1,5,466,71,4.27,1.643,11.3,0.8,3.5,3.9,1.13
1990,95,Mark Clear,/players/c/clearma01.shtml,clearma01,34,CAL,AL,0,0,,5.87,4,0,1,0,0,0,7.2,5,7,5,0,9,0,6,2,0,1,38,68,5.55,1.826,5.9,0.0,10.6,7.0,0.67
1990,96,Roger Clemens,/players/c/clemero02.shtml,clemero02,27,BOS,AL,21,6,.778,1.93,31,31,0,7,4,0,228.1,193,59,49,7,54,3,209,7,0,8,920,211,2.18,1.082,7.6,0.3,2.1,8.2,3.87
1990,97,Pat Clements*,/players/c/clemepa01.shtml,clemepa01,28,SDP,NL,0,0,,4.15,9,0,3,0,0,0,13.0,20,9,6,1,7,1,6,0,0,1,63,95,4.50,2.077,13.8,0.7,4.8,4.2,0.86
1990,98,Chris Codiroli,/players/c/codirch01.shtml,codirch01,32,KCR,AL,0,1,.000,9.58,6,2,1,0,0,0,10.1,13,11,11,1,17,1,8,4,0,2,61,42,8.61,2.903,11.3,0.9,14.8,7.0,0.47
1990,99,Kevin Coffman,/players/c/coffmke01.shtml,coffmke01,25,CHC,NL,0,2,.000,11.29,8,2,0,0,0,0,18.1,26,24,23,0,19,0,9,0,0,4,100,37,4.94,2.455,12.8,0.0,9.3,4.4,0.47
1990,100,Pat Combs*,/players/c/combspa01.shtml,combspa01,23,PHI,NL,10,10,.500,4.07,32,31,0,3,2,0,183.1,179,90,83,12,86,7,108,4,1,9,800,93,3.95,1.445,8.8,0.6,4.2,5.3,1.26
1990,101,Keith Comstock*,/players/c/comstke01.shtml,comstke01,34,SEA,AL,7,4,.636,2.89,60,0,19,0,0,2,56.0,40,22,18,4,26,5,50,0,1,2,228,136,3.34,1.179,6.4,0.6,4.2,8.0,1.92
1990,102,David Cone,/players/c/coneda01.shtml,coneda01,27,NYM,NL,14,10,.583,3.23,31,30,1,6,2,0,211.2,177,84,76,21,65,1,233,1,4,10,860,117,2.83,1.143,7.5,0.9,2.8,9.9,3.58
1990,103,Dennis Cook*,/players/c/cookde01.shtml,cookde01,27,TOT,NL,9,4,.692,3.92,47,16,4,2,1,1,156.0,155,74,68,20,56,9,64,2,3,6,663,97,4.77,1.353,8.9,1.2,3.2,3.7,1.14
1990,104,Dennis Cook*,/players/c/cookde01.shtml,cookde01,27,PHI,NL,8,3,.727,3.56,42,13,4,2,1,1,141.2,132,61,56,13,54,9,58,2,3,6,594,107,4.37,1.313,8.4,0.8,3.4,3.7,1.07
1990,105,Dennis Cook*,/players/c/cookde01.shtml,cookde01,27,LAD,NL,1,1,.500,7.53,5,3,0,0,0,0,14.1,23,13,12,7,2,0,6,0,0,0,69,50,8.74,1.744,14.4,4.4,1.3,3.8,3.00
1990,106,Sherman Corbett*,/players/c/corbesh01.shtml,corbesh01,27,CAL,AL,0,0,,9.00,4,0,2,0,0,0,5.0,8,5,5,0,3,0,2,0,0,0,26,46,3.81,2.200,14.4,0.0,5.4,3.6,0.67
1990,107,John Costello,/players/c/costejo01.shtml,costejo01,29,TOT,NL,0,0,,5.91,8,0,4,0,0,0,10.2,12,8,7,3,2,1,2,1,1,0,47,68,6.93,1.313,10.1,2.5,1.7,1.7,1.00
1990,108,John Costello,/players/c/costejo01.shtml,costejo01,29,STL,NL,0,0,,6.23,4,0,3,0,0,0,4.1,7,3,3,1,1,1,1,1,0,0,21,67,6.73,1.846,14.5,2.1,2.1,2.1,1.00
1990,109,John Costello,/players/c/costejo01.shtml,costejo01,29,MON,NL,0,0,,5.68,4,0,1,0,0,0,6.1,5,5,4,2,1,0,1,0,1,0,26,68,7.07,0.947,7.1,2.8,1.4,1.4,1.00
1990,110,Steve Crawford,/players/c/crawfst01.shtml,crawfst01,32,KCR,AL,5,4,.556,4.16,46,0,14,0,0,1,80.0,79,38,37,7,23,3,54,3,0,1,341,93,3.57,1.275,8.9,0.8,2.6,6.1,2.35
1990,111,Tim Crews,/players/c/crewsti01.shtml,crewsti01,29,LAD,NL,4,5,.444,2.77,66,2,18,0,0,5,107.1,98,40,33,9,24,6,76,1,0,2,440,134,3.18,1.137,8.2,0.8,2.0,6.4,3.17
1990,112,Chuck Crim,/players/c/crimch01.shtml,crimch01,28,MIL,AL,3,5,.375,3.47,67,0,25,0,0,11,85.2,88,39,33,7,23,4,39,2,1,0,367,112,3.84,1.296,9.2,0.7,2.4,4.1,1.70
1990,113,Steve Cummings,/players/c/cummist01.shtml,cummist01,25,TOR,AL,0,0,,5.11,6,2,2,0,0,0,12.1,22,7,7,4,5,0,4,1,0,0,58,83,7.84,2.189,16.1,2.9,3.6,2.9,0.80
1990,114,Ron Darling,/players/d/darliro01.shtml,darliro01,29,NYM,NL,7,9,.438,4.50,33,18,3,1,0,0,126.0,135,73,63,20,44,4,99,5,1,5,554,84,4.47,1.421,9.6,1.4,3.1,7.1,2.25
1990,115,Danny Darwin,/players/d/darwida01.shtml,darwida01,34,HOU,NL,11,4,.733,2.21,48,17,14,3,0,2,162.2,136,42,40,11,31,4,109,4,2,0,646,169,2.99,1.027,7.5,0.6,1.7,6.0,3.52
